dataset,training_ratio,model,training_time,predict_time,error,model_size
cancer,0.6000000000000002,kNN,0.0004248780000853002,0.006451046000038333,0.07740740740740748,0
cancer,0.6000000000000002,Logistic Regression,0.008290751000022285,0.000139054000028409,0.05481481481481483,0
cancer,0.6000000000000002,Neural Network,0.44321811400011946,0.0003552409997064386,0.055925925925925955,75266.00000000019
cancer,0.6500000000000001,QDA,0.000978777999989689,0.00020740900039527337,0.04203703703703709,1859.9999999999968
cancer,0.6500000000000001,LDA,0.011101643999827498,0.00016366300031222627,0.04462962962962969,960.0000000000016
cancer,0.6500000000000001,Decicision Tree,0.003055861000430014,0.00016539099975489084,0.07564814814814821,36.76000000000003
cancer,0.6500000000000001,Random Forrest,0.1199788479999916,0.00489184499991097,0.04592592592592597,4896.719999999998
cancer,0.6500000000000001,SVM,0.0018470329999763638,0.00014994500001193955,0.042222222222222265,60.0000000000001
cancer,0.6500000000000001,AdaBoost,0.2443314520000423,0.012347499000024976,0.034629629629629684,1488.9600000000012
cancer,0.6500000000000001,kNN,0.0004155930000706576,0.006471936999805621,0.07648148148148151,0
cancer,0.6500000000000001,Logistic Regression,0.008364992000097117,0.00013897800006816398,0.056944444444444506,0
cancer,0.6500000000000001,Neural Network,0.4649045260000277,0.0003498590000526747,0.05407407407407409,75266.00000000019
cancer,0.7000000000000002,QDA,0.0010271069999362222,0.0002217059999384219,0.04398148148148153,1859.9999999999968
cancer,0.7000000000000002,LDA,0.015448621000177812,0.00017441099986172042,0.046111111111111144,960.0000000000016
cancer,0.7000000000000002,Decicision Tree,0.0033583030000227158,0.00016984400015644495,0.07527777777777779,39.36000000000005
cancer,0.7000000000000002,Random Forrest,0.12532363800011811,0.005027389999995647,0.043055555555555604,5261.3600000000015
cancer,0.7000000000000002,SVM,0.001947022000058496,0.00015041900005599012,0.04231481481481487,60.0000000000001
cancer,0.7000000000000002,AdaBoost,0.25746683400000625,0.012435469999873026,0.032407407407407454,1491.7200000000012
cancer,0.7000000000000002,kNN,0.000421300000161864,0.006522952000086665,0.07777777777777779,0
cancer,0.7000000000000002,Logistic Regression,0.02235016400016321,0.00016732099989894778,0.0556481481481482,0
cancer,0.7000000000000002,Neural Network,0.49447602099990023,0.00035739300012210183,0.05472222222222227,75266.00000000019
cancer,0.7500000000000002,QDA,0.0010020960000110787,0.00021249900008115215,0.042935779816513774,1859.9999999999968
cancer,0.7500000000000002,LDA,0.019356816999970747,0.00017278900038945717,0.0444954128440367,960.0000000000016
cancer,0.7500000000000002,Decicision Tree,0.003528599000055691,0.00016911999999138057,0.06559633027522932,39.36000000000004
cancer,0.7500000000000002,Random Forrest,0.12760483900026887,0.004935743999922125,0.04311926605504586,5483.160000000004
cancer,0.7500000000000002,SVM,0.002002675999974599,0.00015006499987066493,0.04055045871559634,60.0000000000001
cancer,0.7500000000000002,AdaBoost,0.26666213700013025,0.012337626999797067,0.03229357798165136,1492.0800000000008
cancer,0.7500000000000002,kNN,0.00042540599988569736,0.0064928279999003306,0.07284403669724769,0
cancer,0.7500000000000002,Logistic Regression,0.022228642999543816,0.0001645730003656354,0.05559633027522933,0
cancer,0.7500000000000002,Neural Network,0.5411287059999086,0.0003546379998442716,0.04917431192660552,75266.00000000019
cancer,0.8000000000000002,QDA,0.0010408080003253416,0.00021546399952057982,0.043611111111111135,1859.9999999999968
cancer,0.8000000000000002,LDA,0.02192297800007508,0.00017522600002848774,0.04518518518518523,960.0000000000016
cancer,0.8000000000000002,Decicision Tree,0.0037803040001381303,0.00016931999987718877,0.07157407407407411,40.680000000000064
cancer,0.8000000000000002,Random Forrest,0.13194888500012897,0.0050911269999414765,0.04342592592592597,5733.760000000001
cancer,0.8000000000000002,SVM,0.0021219080000446414,0.00015624800013029012,0.043611111111111135,60.0000000000001
cancer,0.8000000000000002,AdaBoost,0.278209557999835,0.01251778699992428,0.032777777777777836,1491.2000000000014
cancer,0.8000000000000002,kNN,0.00042547200013359543,0.006491409999835013,0.07509259259259263,0
cancer,0.8000000000000002,Logistic Regression,0.022381849000084917,0.0001674119998642709,0.0569444444444445,0
cancer,0.8000000000000002,Neural Network,0.5723315469998849,0.00035600500028522215,0.05592592592592597,75266.00000000019
cancer,0.8500000000000002,QDA,0.0010411090001798586,0.00021604300018225327,0.04472222222222228,1859.9999999999968
cancer,0.8500000000000002,LDA,0.022840466000088776,0.00017519400000310265,0.04296296296296301,960.0000000000016
cancer,0.8500000000000002,Decicision Tree,0.004108720000040192,0.0001728150000053575,0.06703703703703709,42.280000000000065
cancer,0.8500000000000002,Random Forrest,0.13515942199988787,0.004938888999968185,0.041574074074074124,6051.679999999998
cancer,0.8500000000000002,SVM,0.0022456579998106465,0.0001536250002027373,0.042222222222222265,60.0000000000001
cancer,0.8500000000000002,AdaBoost,0.2882981229999496,0.01235413999995217,0.030092592592592626,1493.0400000000009
cancer,0.8500000000000002,kNN,0.0004291240000384278,0.006451784000091719,0.07370370370370372,0
cancer,0.8500000000000002,Logistic Regression,0.02247551799991925,0.00016457100024126693,0.05629629629629633,0
cancer,0.8500000000000002,Neural Network,0.6159515269997063,0.00035192700026527736,0.05277777777777783,75266.00000000019
cancer,0.9000000000000002,QDA,0.00106303399985336,0.00021824000017659284,0.043055555555555604,1859.9999999999968
cancer,0.9000000000000002,LDA,0.02461348199991336,0.00017670899986114823,0.04407407407407409,960.0000000000016
cancer,0.9000000000000002,Decicision Tree,0.00427728599988768,0.0001733770001010271,0.06750000000000003,42.560000000000066
cancer,0.9000000000000002,Random Forrest,0.1386941419998766,0.005013505000315489,0.04101851851851856,6292.600000000001
cancer,0.9000000000000002,SVM,0.0022919610001554238,0.0001538470002196846,0.04231481481481487,60.0000000000001
cancer,0.9000000000000002,AdaBoost,0.30035502700018707,0.012368412999894643,0.030462962962963018,1492.6800000000014
cancer,0.9000000000000002,kNN,0.00043332800007192415,0.006434367000147176,0.07564814814814821,0
cancer,0.9000000000000002,Logistic Regression,0.022448842000121653,0.00016773599978478162,0.05712962962962969,0
cancer,0.9000000000000002,Neural Network,0.6517917449999365,0.0003639610000027459,0.0515740740740741,75266.00000000019
cancer,0.9500000000000003,QDA,0.0010825320000367351,0.00021858299987798096,0.04256880733944954,1859.9999999999968
cancer,0.9500000000000003,LDA,0.02537637000030374,0.00017856799964647505,0.04486238532110092,960.0000000000016
cancer,0.9500000000000003,Decicision Tree,0.0045906269999977664,0.00017254800011869527,0.06825688073394497,43.24000000000005
cancer,0.9500000000000003,Random Forrest,0.1431623209999815,0.0049752490000537376,0.03999999999999999,6600.7199999999975
cancer,0.9500000000000003,SVM,0.00232907100013108,0.00015136499998334333,0.04082568807339447,60.0000000000001
cancer,0.9500000000000003,AdaBoost,0.3115679719999753,0.012446630999984335,0.028807339449541263,1493.3600000000006
cancer,0.9500000000000003,kNN,0.00042882899986579993,0.006492673000138896,0.0740366972477064,0
cancer,0.9500000000000003,Logistic Regression,0.022601603000002787,0.00016900399969017597,0.05633027522935778,0
cancer,0.9500000000000003,Neural Network,0.700540757000053,0.0003680180001538247,0.05458715596330274,75266.00000000019
cancer,1.0000000000000004,QDA,0.0011356379997232585,0.00022090300015406686,0.043240740740740795,1859.9999999999968
cancer,1.0000000000000004,LDA,0.014850321999874724,0.0001642599999831873,0.04435185185185189,960.0000000000016
cancer,1.0000000000000004,Decicision Tree,0.0046755579999080525,0.00016934900006162942,0.07166666666666671,44.48000000000007
cancer,1.0000000000000004,Random Forrest,0.14655712200008567,0.005058741999782793,0.04157407407407412,6807.319999999999
cancer,1.0000000000000004,SVM,0.002445909000234678,0.00015304499982448757,0.04175925925925931,60.0000000000001
cancer,1.0000000000000004,AdaBoost,0.32202423100010474,0.012316685000041617,0.03222222222222226,1494.0000000000011
cancer,1.0000000000000004,kNN,0.0004355899998699898,0.006402636000093479,0.07157407407407408,0
cancer,1.0000000000000004,Logistic Regression,0.022588884000324466,0.00016978499970718978,0.05555555555555559,0
cancer,1.0000000000000004,Neural Network,0.7207529039998553,0.0003510630001619575,0.051388888888888935,75266.00000000019
