dataset,training_ratio,model,training_time,predict_time,error,model_size
diabetes,0.7000000000000001,AdaBoost,4.939434833000007,0.2096994590000349,0.1350520340586566,750.0
diabetes,0.8,QDA,0.4329821249999668,0.0214221670000256,0.2283782718385367,924.0
diabetes,0.8,LDA,0.6791104579999683,0.0020236249999925,0.1393684957426679,483.0
diabetes,0.8,Decicision Tree,0.5531777090000105,0.010417249999989,0.2008632923368022,119846.0
diabetes,0.8,Random Forrest,11.36786575000002,0.9556609159999994,0.1406496373383791,11298600.0
diabetes,0.8,Random Forrest (No Bootstrap),14.70215975000002,1.13066145800002,0.1449463891516871,17562532.0
diabetes,0.8,SVM,24.91302979199997,0.007764375000022,0.1374960580258594,42.0
diabetes,0.8,AdaBoost,5.864359834000027,0.2119453749999706,0.1339088615578682,750.0
diabetes,0.9,QDA,0.4888082080000231,0.023836666999955,0.2287921791233049,924.0
diabetes,0.9,LDA,0.7584108749999814,0.0028714580000155,0.1386195206559445,483.0
diabetes,0.9,Decicision Tree,0.5787977080000246,0.0115440419999686,0.202991958372753,136514.0
diabetes,0.9,Random Forrest,12.901545999999996,0.9914013749999526,0.140964995269631,12806524.0
diabetes,0.9,Random Forrest (No Bootstrap),16.81539758400004,1.1800584999999728,0.1450252286345001,19886580.0
diabetes,0.9,SVM,30.574421958000016,0.0075850419999596,0.3893290760012614,42.0
diabetes,0.9,AdaBoost,6.839603791999991,0.2063278749999995,0.1322926521602018,750.0
diabetes,1.0,QDA,0.6056942499999991,0.02245791600000757,0.22908782718385368,924.0
diabetes,1.0,LDA,0.9048439169999938,0.0028602920000082577,0.1361360769473352,483.0
diabetes,1.0,Decicision Tree,0.6737931250000031,0.010828833000005034,0.20210501419110694,151538.0
diabetes,1.0,Random Forrest,14.971968333999996,1.1659121250000055,0.13810706401766004,14222344.0
diabetes,1.0,Random Forrest (No Bootstrap),19.951365208,1.3716537920000036,0.1424432355723746,22083548.0
diabetes,1.0,SVM,33.920737375,0.0035357079999869256,0.16211368653421632,42.0
diabetes,1.0,AdaBoost,7.692922291999992,0.19442212499998845,0.133100756859035,750.0
diabetes,0.001,QDA,0.005596792000000406,0.03638729100000049,0.21907521286660359,924.0
diabetes,0.001,LDA,0.005954209000000432,0.003328457999998591,0.15799432355723741,483.0
diabetes,0.001,Decicision Tree,0.007140125000001163,0.005529416999999981,0.22648612425102488,114.0
diabetes,0.001,Random Forrest,0.07533762499999952,0.2375437920000003,0.13982182276884259,12860.0
diabetes,0.001,Random Forrest (No Bootstrap),0.05391679200000077,0.31452204100000003,0.14664143803216656,19548.0
diabetes,0.001,SVM,0.013997291999999106,0.006732375000000346,0.14699621570482502,42.0
diabetes,0.001,AdaBoost,0.07050658300000023,0.21968845800000025,0.17798013245033117,746.0
diabetes,0.0021544346900318843,QDA,0.010271499999999989,0.08404724999999935,0.29523415326395464,924.0
diabetes,0.0021544346900318843,LDA,0.008579582999999502,0.005598875000000447,0.1422855566067487,483.0
diabetes,0.0021544346900318843,Decicision Tree,0.011619667000001499,0.019990332999999083,0.2213024282560706,270.0
diabetes,0.0021544346900318843,Random Forrest,0.3839169170000005,0.5191747499999995,0.13700331125827814,29780.0
diabetes,0.0021544346900318843,Random Forrest (No Bootstrap),0.30942870800000044,0.38974529199999886,0.1405116682434563,45428.0
diabetes,0.0021544346900318843,SVM,0.01879983299999921,0.0022537919999994216,0.1361360769473352,42.0
diabetes,0.0021544346900318843,AdaBoost,0.05731995800000078,0.20126970799999988,0.17303295490381587,746.0
diabetes,0.004641588833612777,QDA,0.0035741250000000946,0.012429041999997281,0.21446310312204353,924.0
diabetes,0.004641588833612777,LDA,0.005478500000002384,0.0024566249999971035,0.1500118259224219,483.0
diabetes,0.004641588833612777,Decicision Tree,0.002226875000001627,0.004186541999999349,0.22644670450961846,538.0
diabetes,0.004641588833612777,Random Forrest,0.10947116699999881,0.312453541,0.1397035635446231,57880.0
diabetes,0.004641588833612777,Random Forrest (No Bootstrap),0.09950687499999944,0.334923332999999,0.1418716493219805,89624.0
diabetes,0.004641588833612777,SVM,0.034614541999999915,0.0019744159999994793,0.33897035635446227,42.0
diabetes,0.004641588833612777,AdaBoost,0.07236254200000047,0.2003634159999983,0.16954430778934093,746.0
diabetes,0.01,QDA,0.005860916999999688,0.013203332999999873,0.24156417533900976,924.0
diabetes,0.01,LDA,0.009903541999999987,0.0018719170000025542,0.1444930621255125,483.0
diabetes,0.01,Decicision Tree,0.005401500000001391,0.004936999999998193,0.20793913591926838,1378.0
diabetes,0.01,Random Forrest,0.16263558400000022,0.36510450000000105,0.13938820561337117,136608.0
diabetes,0.01,Random Forrest (No Bootstrap),0.17783920800000175,0.3887491670000003,0.14403973509933776,210496.0
diabetes,0.01,SVM,0.08039137500000137,0.0024995829999987507,0.13891516871649323,42.0
diabetes,0.01,AdaBoost,0.1500698749999998,0.19824487500000032,0.16240933459476503,750.0
diabetes,0.021544346900318832,QDA,0.012284375000000125,0.012417500000001525,0.22751103752759383,924.0
diabetes,0.021544346900318832,LDA,0.019758416000001944,0.002450166999999226,0.14256149479659408,483.0
diabetes,0.021544346900318832,Decicision Tree,0.01104854200000105,0.005394207999998457,0.20746609902239044,2838.0
diabetes,0.021544346900318832,Random Forrest,0.2940339999999999,0.40987670799999876,0.138343582466099,284292.0
diabetes,0.021544346900318832,Random Forrest (No Bootstrap),0.338056292000001,0.4359242079999994,0.14356669820245982,437476.0
diabetes,0.021544346900318832,SVM,0.1840246669999992,0.0019283329999986165,0.13812677388836325,42.0
diabetes,0.021544346900318832,AdaBoost,0.18380933299999924,0.19342708399999964,0.1447690003153579,746.0
diabetes,0.046415888336127774,QDA,0.025584500000000787,0.013210874999998623,0.23149243140964992,924.0
diabetes,0.046415888336127774,LDA,0.04186512500000106,0.00198679100000021,0.13893487858719644,483.0
diabetes,0.046415888336127774,Decicision Tree,0.024608583999999212,0.0062376250000006905,0.2039577420372123,5922.0
diabetes,0.046415888336127774,Random Forrest,0.5779077080000015,0.4708732920000003,0.13907284768211925,609664.0
diabetes,0.046415888336127774,Random Forrest (No Bootstrap),0.7198213749999987,0.5210605830000006,0.1421672973825292,936728.0
diabetes,0.046415888336127774,SVM,0.40405924999999954,0.0021022920000000056,0.14090586565752128,42.0
diabetes,0.046415888336127774,AdaBoost,0.349642333000002,0.19992058299999727,0.13994008199306207,746.0
diabetes,0.21544346900318823,QDA,0.11295091600000262,0.014173417000002075,0.23101939451277198,924.0
diabetes,0.21544346900318823,LDA,0.18730091699999463,0.0019883329999998978,0.13881661936297696,483.0
diabetes,0.21544346900318823,Decicision Tree,0.12514895799999692,0.009247874999999794,0.20762377798801634,30682.0
diabetes,0.21544346900318823,Random Forrest,2.8803479170000017,0.6836286249999972,0.13889545884579002,3002364.0
diabetes,0.21544346900318823,Random Forrest (No Bootstrap),3.5699315409999954,0.7668622090000028,0.1428571428571429,4660720.0
diabetes,0.21544346900318823,SVM,2.558780083000002,0.003185125000001676,0.13966414380321668,42.0
diabetes,0.21544346900318823,AdaBoost,1.451921083000002,0.1890874169999961,0.13477609586881112,746.0
diabetes,0.46415888336127775,QDA,0.2622124590000041,0.023395040999993455,0.23040838852097134,924.0
diabetes,0.46415888336127775,LDA,0.41102212500000235,0.0020639169999938645,0.13747634815515608,483.0
diabetes,0.46415888336127775,Decicision Tree,0.278561707999998,0.009471083000001101,0.2083727530747398,68450.0
diabetes,0.46415888336127775,Random Forrest,6.200516041999997,0.8352251669999973,0.1398415326395459,6533380.0
diabetes,0.46415888336127775,Random Forrest (No Bootstrap),8.225843167,0.9510201249999994,0.14413828445285404,10166512.0
diabetes,0.46415888336127775,SVM,12.694237959000006,0.007791749999995545,0.14417770419426046,42.0
diabetes,0.46415888336127775,AdaBoost,3.8528127499999982,0.19628458399999715,0.1351702932828761,746.0
