dataset,training_ratio,model,training_time,predict_time,error,model_size
cancer,0.3393221771895328,AdaBoost,0.17017040000064299,0.012450499999431486,0.02752293577981646,1476.0
cancer,0.3393221771895328,kNN,0.00033830000029411167,0.005896599999687169,0.07339449541284404,0
cancer,0.3393221771895328,Logistic Regression,0.008253500000137137,0.00014180000016494887,0.07339449541284404,0
cancer,0.3393221771895328,Neural Network,0.23086699999930715,0.0003710000000864966,0.06422018348623848,75266.0
cancer,0.35564803062231287,QDA,0.0009761000001162756,0.00023710000004939502,0.09259259259259256,1860.0
cancer,0.35564803062231287,LDA,0.0012026000003970694,0.00013439999929687474,0.04629629629629628,960.0
cancer,0.35564803062231287,Decicision Tree,0.0018199999994976679,0.00014989999999670545,0.12037037037037035,38.0
cancer,0.35564803062231287,Random Forrest,0.08964019999984885,0.005574300000262156,0.05555555555555558,3496.0
cancer,0.35564803062231287,SVM,0.0012415000001055887,0.00015590000020893058,0.08333333333333337,60.0
cancer,0.35564803062231287,AdaBoost,0.17503490000035526,0.011725499999556632,0.08333333333333337,1432.0
cancer,0.35564803062231287,kNN,0.000430199999755132,0.005705399999897054,0.11111111111111116,0
cancer,0.35564803062231287,Logistic Regression,0.007872400000451307,0.00014079999982641311,0.11111111111111116,0
cancer,0.35564803062231287,Neural Network,0.24820110000018758,0.00031149999995250255,0.11111111111111116,75266.0
cancer,0.372759372031494,QDA,0.0008366000001842622,0.0002629000000524684,0.06481481481481477,1860.0
cancer,0.372759372031494,LDA,0.0012205000002722954,0.0001297999997404986,0.04629629629629628,960.0
cancer,0.372759372031494,Decicision Tree,0.0014503000002150657,0.0001557000005050213,0.06481481481481477,30.0
cancer,0.372759372031494,Random Forrest,0.09177029999955266,0.004208400000607071,0.05555555555555558,3680.0
cancer,0.372759372031494,SVM,0.0013175999993109144,0.0001343000003544148,0.03703703703703709,60.0
cancer,0.372759372031494,AdaBoost,0.18242449999979726,0.012343600000349397,0.03703703703703709,1484.0
cancer,0.372759372031494,kNN,0.00042179999945801683,0.005698400000255788,0.07407407407407407,0
cancer,0.372759372031494,Logistic Regression,0.00774600000022474,0.000146399999721325,0.05555555555555558,0
cancer,0.372759372031494,Neural Network,0.24750159999985044,0.0003699000008055009,0.06481481481481477,75266.0
cancer,0.3906939937054617,QDA,0.0008672000003571156,0.0001953999999386724,0.02777777777777779,1860.0
cancer,0.3906939937054617,LDA,0.001216999999996915,0.00013010000020585721,0.06481481481481477,960.0
cancer,0.3906939937054617,Decicision Tree,0.001811699999962002,0.00014379999993252568,0.08333333333333337,30.0
cancer,0.3906939937054617,Random Forrest,0.09496850000050472,0.0042361999994682265,0.07407407407407407,3616.0
cancer,0.3906939937054617,SVM,0.0010618000005706563,0.00012900000001536682,0.03703703703703709,60.0
cancer,0.3906939937054617,AdaBoost,0.17958309999994526,0.0119196000005104,0.04629629629629628,1468.0
cancer,0.3906939937054617,kNN,0.0004428999991432647,0.0057040000001507,0.06481481481481477,0
cancer,0.3906939937054617,Logistic Regression,0.007636000000275089,0.00013129999933880754,0.03703703703703709,0
cancer,0.3906939937054617,Neural Network,0.2754143000001932,0.00040160000025935005,0.05555555555555558,75266.0
cancer,0.4094915062380424,QDA,0.000845100000333332,0.00019609999981184956,0.06422018348623848,1860.0
cancer,0.4094915062380424,LDA,0.0012268000000403845,0.00013010000020585721,0.06422018348623848,960.0
